province,district,total_population,total_households,displaced_individuals,displaced_households,monthly_income_pkr,family_size,house_condition,distance_from_relief_center_km,previous_flood_damage,access_to_clean_water,livestock_lost,crops_damaged,children_under_age_5,disabled_family_members,displacement_ratio,flood_risk_level,aid_needed
Punjab,Dera Ghazi Khan,550.0,110.0,0.0,0.0,27368,6,2,9,1,0,0,1,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,4000.0,380.0,0.0,0.0,21916,10,2,73,1,0,0,1,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,900.0,150.0,0.0,0.0,26150,8,3,6,1,0,0,0,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,1700.0,300.0,0.0,0.0,17463,8,1,80,0,1,0,1,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,400.0,30.0,0.0,0.0,18168,11,2,76,0,0,1,1,0,1,0.0,1,0
Punjab,Dera Ghazi Khan,500.0,100.0,0.0,0.0,23866,8,3,2,1,1,0,0,1,1,0.0,1,0
Punjab,Dera Ghazi Khan,1500.0,250.0,0.0,0.0,22494,7,3,81,0,1,1,1,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,350.0,60.0,0.0,0.0,19622,8,4,26,1,0,0,1,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,5000.0,750.0,0.0,0.0,14949,10,2,9,0,0,1,0,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,800.0,120.0,0.0,0.0,24627,11,1,5,1,1,0,0,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,2000.0,300.0,0.0,0.0,30040,10,4,92,1,1,1,0,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,4000.0,600.0,0.0,0.0,13712,10,2,94,1,0,1,1,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,700.0,50.0,0.0,0.0,25614,9,4,17,0,0,1,1,0,0,0.0,1,0
Punjab,Rajanpur,200.0,28.0,0.0,0.0,18126,3,1,62,1,1,0,0,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,1100.0,100.0,0.0,0.0,18666,6,1,47,1,0,1,0,1,0,0.0,1,0
Punjab,Chiniot,600.0,100.0,10.0,2.0,21078,6,2,39,1,0,1,0,1,0,0.016666666666666666,1,0
Punjab,Chiniot,400.0,60.0,0.0,0.0,15177,5,1,59,1,0,1,1,1,1,0.0,1,0
Punjab,Chiniot,160.0,26.0,0.0,0.0,19851,6,1,83,0,1,1,0,0,0,0.0,1,0
Punjab,Bhakkar,1000.0,150.0,0.0,0.0,13554,4,1,6,0,0,1,1,0,0,0.0,1,0
Punjab,Chiniot,250.0,40.0,0.0,0.0,21904,5,2,68,1,1,0,0,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,3000.0,250.0,0.0,0.0,28934,5,4,38,0,0,1,1,1,0,0.0,1,0
Punjab,Chiniot,300.0,50.0,0.0,0.0,17441,3,4,56,0,0,0,1,1,0,0.0,1,0
Punjab,Chiniot,240.0,40.0,0.0,0.0,19325,9,4,14,0,0,1,0,1,0,0.0,1,0
Punjab,Chiniot,300.0,60.0,0.0,0.0,19522,6,4,80,1,0,1,0,0,0,0.0,1,0
Punjab,Chiniot,2000.0,330.0,50.0,10.0,23945,10,4,54,1,1,0,0,0,0,0.025,1,0
Punjab,Chiniot,400.0,80.0,0.0,0.0,21622,11,4,32,1,1,0,0,1,0,0.0,1,0
Punjab,Chiniot,800.0,160.0,0.0,0.0,23681,4,4,31,1,1,0,1,1,1,0.0,1,0
Punjab,Bhakkar,1500.0,250.0,0.0,0.0,17975,4,1,69,1,0,0,1,1,0,0.0,1,0
Punjab,Muzaffargarh,1000.0,120.0,0.0,0.0,21734,4,4,17,1,1,0,1,0,0,0.0,1,0
Punjab,Jhang,100.0,15.0,7.0,1.0,6528,10,1,4,0,1,1,0,1,1,0.07,1,0
Punjab,Jhang,1000.0,130.0,50.0,4.0,22669,4,3,88,1,0,1,1,1,0,0.05,1,0
Punjab,Jhang,240.0,40.0,0.0,0.0,15128,8,2,6,1,1,1,0,1,0,0.0,1,0
Punjab,Bhakkar,3600.0,500.0,0.0,0.0,18689,7,1,64,1,1,0,0,1,0,0.0,1,0
Punjab,Jhang,6000.0,800.0,2500.0,350.0,22981,11,2,30,1,1,1,1,0,0,0.4166666666666667,4,0
Punjab,Muzaffargarh,1000.0,100.0,0.0,0.0,13855,4,2,75,1,1,1,0,1,1,0.0,1,0
Punjab,Jhang,1300.0,216.0,0.0,0.0,24357,3,3,91,1,1,1,0,0,0,0.0,1,0
Punjab,Bhakkar,700.0,100.0,0.0,0.0,19502,4,4,9,1,1,0,0,0,1,0.0,1,0
Punjab,Jhang,132.0,22.0,0.0,0.0,25812,7,3,24,1,1,0,0,1,0,0.0,1,0
Punjab,Jhang,500.0,80.0,300.0,50.0,16388,10,1,20,1,1,1,0,0,0,0.6,6,1
Punjab,Jhang,200.0,33.0,0.0,0.0,12748,10,1,13,1,1,1,1,1,0,0.0,1,0
Punjab,Jhang,200.0,33.0,0.0,0.0,19884,4,1,55,1,0,0,0,1,0,0.0,1,0
Punjab,Jhang,500.0,84.0,0.0,0.0,22348,7,2,92,0,0,1,1,0,0,0.0,1,0
Punjab,Bhakkar,2900.0,400.0,0.0,0.0,22683,4,4,95,1,0,0,1,1,0,0.0,1,0
Punjab,Chiniot,6500.0,850.0,0.0,0.0,15458,9,4,96,1,1,1,1,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,3000.0,400.0,0.0,0.0,13501,10,4,99,0,1,1,1,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,240.0,35.0,0.0,0.0,18750,7,3,19,1,0,0,0,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,120.0,15.0,0.0,0.0,22065,3,3,47,1,0,1,1,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,4000.0,600.0,0.0,0.0,21863,9,1,71,1,0,1,0,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,550.0,70.0,0.0,0.0,26288,5,4,67,1,1,0,1,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,1500.0,250.0,0.0,0.0,18506,4,4,40,1,0,0,1,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,250.0,40.0,0.0,0.0,12620,8,3,94,1,1,1,0,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,1500.0,140.0,0.0,0.0,24786,4,2,58,1,0,1,0,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,60.0,12.0,0.0,0.0,20780,10,4,31,1,0,0,0,0,0,0.0,1,0
Punjab,Chiniot,1000.0,150.0,0.0,0.0,21128,5,1,45,0,0,0,1,0,0,0.0,1,0
Punjab,Jhang,50.0,8.0,0.0,0.0,23068,4,4,54,1,1,1,1,0,0,0.0,1,0
Punjab,Bhakkar,177.0,25.0,0.0,0.0,25054,10,3,73,1,0,0,1,0,0,0.0,1,0
Punjab,Jhang,1000.0,166.0,0.0,0.0,19907,8,4,98,1,0,1,0,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,900.0,150.0,0.0,0.0,24706,6,1,86,1,1,0,1,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,2500.0,500.0,0.0,0.0,22208,7,2,27,0,1,1,1,1,1,0.0,1,0
Punjab,Rajanpur,90.0,15.0,0.0,0.0,17377,9,2,52,0,1,0,0,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,350.0,40.0,0.0,0.0,19067,6,1,55,1,0,1,1,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,250.0,32.0,0.0,0.0,22466,9,1,27,1,1,0,0,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,12000.0,1000.0,0.0,0.0,17164,8,4,97,1,1,0,1,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,6000.0,450.0,0.0,0.0,23545,7,4,45,1,0,0,1,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,1200.0,200.0,0.0,0.0,20632,5,3,43,0,1,1,0,1,1,0.0,1,0
Punjab,Dera Ghazi Khan,600.0,100.0,0.0,0.0,21526,3,2,42,1,1,1,1,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,1000.0,200.0,0.0,0.0,25762,10,2,6,1,0,1,1,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,1200.0,200.0,0.0,0.0,21426,9,1,48,1,0,1,0,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,3000.0,500.0,0.0,0.0,20285,8,3,58,1,0,0,1,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,800.0,150.0,0.0,0.0,19669,6,4,27,0,0,0,0,0,0,0.0,1,0
Punjab,Bhakkar,175.0,25.0,0.0,0.0,19461,7,1,32,1,0,1,1,1,0,0.0,1,0
Punjab,Chiniot,1000.0,140.0,0.0,0.0,21249,7,1,38,0,1,1,1,0,0,0.0,1,0
Punjab,Chiniot,500.0,95.0,0.0,0.0,25453,4,1,86,1,1,0,1,1,0,0.0,1,0
Punjab,Chiniot,150.0,30.0,0.0,0.0,17552,8,2,53,1,0,0,0,0,0,0.0,1,0
Punjab,Chiniot,1000.0,160.0,0.0,0.0,17250,7,4,77,1,1,0,0,1,0,0.0,1,0
Punjab,Chiniot,150.0,25.0,0.0,0.0,25140,3,4,96,1,0,1,1,1,0,0.0,1,0
Punjab,Rajanpur,700.0,103.0,0.0,0.0,17735,11,1,27,0,0,1,0,1,0,0.0,1,0
Punjab,Rajanpur,500.0,86.0,0.0,0.0,20864,9,1,40,0,1,1,1,1,0,0.0,1,0
Punjab,Leiah,105.0,17.0,18.0,3.0,17632,4,3,94,1,1,0,0,1,1,0.17142857142857143,2,0
Punjab,Jhang,300.0,50.0,0.0,0.0,13282,8,4,35,0,1,1,1,0,0,0.0,1,0
Punjab,Bhakkar,1120.0,160.0,0.0,0.0,20792,3,1,77,1,1,0,0,1,0,0.0,1,0
Punjab,Bhakkar,1050.0,150.0,0.0,0.0,24460,4,3,62,1,0,0,1,0,0,0.0,1,0
Punjab,Jhang,300.0,51.0,0.0,0.0,19751,9,1,1,0,0,1,1,1,1,0.0,1,0
Punjab,Bhakkar,2000.0,300.0,0.0,0.0,14073,5,2,27,0,1,1,1,0,0,0.0,1,0
Punjab,Jhang,100.0,15.0,0.0,0.0,20436,9,1,22,1,1,0,1,1,0,0.0,1,0
Punjab,Chiniot,500.0,90.0,0.0,0.0,16976,8,2,48,1,1,0,1,1,0,0.0,1,0
Punjab,Chiniot,1500.0,200.0,0.0,0.0,9521,7,4,24,1,0,1,1,1,0,0.0,1,0
Punjab,Chiniot,3400.0,500.0,0.0,0.0,19676,11,1,23,0,1,1,1,0,0,0.0,1,0
Punjab,Chiniot,400.0,60.0,0.0,0.0,22070,7,4,53,1,1,0,0,1,1,0.0,1,0
Punjab,Chiniot,1950.0,300.0,0.0,0.0,24710,7,4,35,0,0,1,1,0,1,0.0,1,0
Punjab,Chiniot,190.0,30.0,12.0,2.0,27027,10,4,73,1,0,0,1,1,0,0.06315789473684211,1,0
Punjab,Jhang,400.0,60.0,0.0,0.0,22603,9,2,27,1,1,1,0,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,0.0,0.0,0.0,0.0,23734,3,4,7,1,0,1,1,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,4000.0,500.0,0.0,0.0,14861,4,4,24,1,0,0,0,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,2500.0,250.0,0.0,0.0,26487,6,2,80,0,0,1,1,0,0,0.0,1,1
Punjab,Dera Ghazi Khan,200.0,30.0,0.0,0.0,25069,11,1,23,0,0,1,1,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,800.0,100.0,0.0,0.0,18531,9,4,7,1,1,0,1,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,0.0,0.0,0.0,0.0,22726,4,3,56,0,0,0,0,1,0,0.0,1,0
Punjab,Chiniot,600.0,70.0,0.0,0.0,22324,10,2,22,1,1,1,1,0,0,0.0,1,0
Punjab,Jhang,1300.0,185.0,0.0,0.0,25880,3,2,93,1,0,1,1,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,800.0,160.0,0.0,0.0,19395,10,1,20,1,0,0,1,1,0,0.0,1,0
Punjab,Jhang,2100.0,300.0,0.0,0.0,17015,7,3,6,0,0,0,1,1,0,0.0,1,0
Punjab,Chiniot,6500.0,950.0,185.0,25.0,18040,3,2,31,1,0,1,0,0,0,0.02846153846153846,1,1
Punjab,Chiniot,7970.0,807.0,360.0,60.0,23587,5,1,91,1,1,1,1,1,0,0.0451693851944793,1,0
Punjab,Jhang,500.0,71.0,250.0,35.0,12320,9,4,73,1,0,0,0,1,1,0.5,5,1
Punjab,Jhang,1200.0,170.0,0.0,0.0,8011,9,4,62,1,0,0,1,1,0,0.0,1,0
Punjab,Chiniot,6500.0,950.0,380.0,50.0,23576,10,2,89,0,0,1,1,0,1,0.05846153846153846,1,0
Punjab,Jhang,1800.0,300.0,0.0,0.0,21099,6,1,42,1,0,1,1,0,0,0.0,1,0
Punjab,Chiniot,4200.0,600.0,0.0,0.0,20073,8,4,97,1,0,1,1,1,1,0.0,1,0
Punjab,Chiniot,3000.0,500.0,18.0,3.0,14777,9,4,13,1,0,1,1,1,0,0.006,1,0
Punjab,Jhang,120.0,20.0,0.0,0.0,13160,10,1,27,1,1,1,0,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,600.0,50.0,0.0,0.0,17461,5,4,83,1,0,0,0,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,2000.0,250.0,0.0,0.0,21446,7,4,80,1,0,1,1,0,1,0.0,1,1
Punjab,Dera Ghazi Khan,35.0,5.0,0.0,0.0,17656,10,3,47,0,0,0,1,1,1,0.0,1,0
Punjab,Dera Ghazi Khan,150.0,16.0,0.0,0.0,23600,8,1,57,1,0,1,0,0,1,0.0,1,0
Punjab,Dera Ghazi Khan,600.0,45.0,0.0,0.0,16183,3,4,78,1,0,0,0,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,300.0,30.0,0.0,0.0,17922,4,3,4,1,0,0,1,1,1,0.0,1,0
Punjab,Dera Ghazi Khan,2000.0,160.0,0.0,0.0,22812,5,4,22,1,0,1,1,0,1,0.0,1,0
Punjab,Dera Ghazi Khan,2000.0,200.0,0.0,0.0,18492,9,1,54,1,1,0,1,1,1,0.0,1,0
Punjab,Dera Ghazi Khan,250.0,20.0,0.0,0.0,18690,5,1,1,0,1,1,0,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,70.0,5.0,0.0,0.0,17426,11,4,51,1,1,1,1,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,3000.0,280.0,0.0,0.0,16684,11,2,85,1,1,1,1,0,0,0.0,1,0
Punjab,Jhang,560.0,80.0,300.0,42.0,21416,10,3,63,1,0,0,0,0,0,0.5357142857142857,5,0
Punjab,Chiniot,600.0,100.0,0.0,0.0,21934,11,4,30,0,0,1,1,0,0,0.0,1,0
Punjab,Chiniot,250.0,50.0,0.0,0.0,20908,10,2,91,1,1,1,1,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,700.0,110.0,0.0,0.0,17535,11,3,34,1,1,1,1,0,1,0.0,1,0
Punjab,Dera Ghazi Khan,1200.0,120.0,0.0,0.0,19194,6,3,29,1,1,1,0,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,400.0,80.0,0.0,0.0,26383,6,2,68,1,0,0,1,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,1000.0,200.0,0.0,0.0,14315,7,3,71,1,0,1,0,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,1100.0,200.0,0.0,0.0,27543,9,3,97,1,0,1,0,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,2500.0,300.0,0.0,0.0,20398,11,4,57,1,0,1,0,1,0,0.0,1,0
Punjab,Chiniot,1500.0,200.0,0.0,0.0,19279,6,2,76,1,0,1,1,0,0,0.0,1,0
Punjab,Chiniot,1500.0,200.0,0.0,0.0,23813,9,4,33,1,0,1,1,1,0,0.0,1,0
Punjab,Chiniot,260.0,40.0,0.0,0.0,11730,8,4,88,0,1,1,1,1,1,0.0,1,0
Punjab,Chiniot,26000.0,4000.0,1250.0,170.0,25521,11,3,65,1,0,0,1,1,0,0.04807692307692308,1,0
Punjab,Dera Ghazi Khan,200.0,31.0,0.0,0.0,27430,11,2,34,1,1,1,1,0,0,0.0,1,1
Punjab,Dera Ghazi Khan,120.0,19.0,0.0,0.0,24351,11,1,81,1,0,0,1,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,2000.0,220.0,0.0,0.0,11590,7,2,50,1,0,1,1,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,180.0,24.0,0.0,0.0,23056,5,3,57,1,1,0,1,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,600.0,80.0,0.0,0.0,26583,8,1,86,0,0,1,1,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,130.0,20.0,0.0,0.0,26170,4,4,49,1,0,0,0,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,80.0,13.0,0.0,0.0,14367,9,1,48,1,0,1,1,0,0,0.0,1,0
Punjab,Chiniot,250.0,35.0,0.0,0.0,24065,9,1,91,0,0,0,1,0,0,0.0,1,0
Punjab,Chiniot,5000.0,625.0,0.0,0.0,27182,4,2,79,1,0,1,0,0,0,0.0,1,0
Punjab,Chiniot,2000.0,300.0,0.0,0.0,20117,8,4,79,0,1,1,0,1,0,0.0,1,0
Punjab,Chiniot,550.0,80.0,0.0,0.0,14189,6,2,56,1,0,1,1,1,0,0.0,1,0
Punjab,Leiah,1225.0,175.0,0.0,0.0,23314,9,1,87,1,1,1,1,1,0,0.0,1,0
Punjab,Leiah,950.0,135.0,0.0,0.0,24215,10,3,12,1,0,1,1,0,0,0.0,1,0
Punjab,Chiniot,2170.0,270.0,250.0,35.0,19443,3,3,91,0,1,1,1,0,0,0.1152073732718894,2,0
Punjab,Chiniot,700.0,90.0,0.0,0.0,15237,7,1,56,1,0,1,1,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,700.0,100.0,0.0,0.0,23927,11,3,9,1,0,0,0,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,750.0,100.0,0.0,0.0,16924,4,3,29,1,0,1,1,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,1700.0,250.0,0.0,0.0,21589,6,2,37,1,0,1,0,0,0,0.0,1,0
Punjab,Chiniot,500.0,60.0,0.0,0.0,26232,10,4,21,1,0,1,0,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,500.0,100.0,0.0,0.0,13364,7,3,1,0,1,1,0,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,350.0,70.0,0.0,0.0,23631,10,4,76,1,0,1,1,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,1000.0,110.0,0.0,0.0,19173,3,4,65,1,1,1,1,1,1,0.0,1,0
Punjab,Muzaffargarh,1000.0,100.0,0.0,0.0,19277,9,2,27,1,0,0,1,1,0,0.0,1,0
Punjab,Jhang,150.0,30.0,0.0,0.0,22057,8,1,24,0,0,1,1,1,1,0.0,1,0
Punjab,Jhang,200.0,25.0,0.0,0.0,16914,4,3,88,1,0,1,1,1,1,0.0,1,0
Punjab,Dera Ghazi Khan,2000.0,400.0,0.0,0.0,15299,9,3,49,0,1,1,1,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,2500.0,310.0,0.0,0.0,12863,5,2,34,1,0,0,1,1,0,0.0,1,0
Punjab,Rajanpur,50.0,8.0,0.0,0.0,24927,6,2,57,1,0,1,1,1,0,0.0,1,0
Punjab,Rajanpur,100.0,16.0,0.0,0.0,18513,8,1,99,0,1,1,0,0,0,0.0,1,0
Punjab,Rajanpur,120.0,18.0,0.0,0.0,22279,5,4,50,1,1,1,0,0,0,0.0,1,0
Punjab,Leiah,2450.0,350.0,0.0,0.0,18059,3,1,46,1,1,1,0,0,0,0.0,1,0
Punjab,Leiah,2856.0,408.0,0.0,0.0,15352,3,3,10,1,1,1,0,0,0,0.0,1,0
Punjab,Leiah,1400.0,200.0,0.0,0.0,22609,8,2,88,0,1,1,1,1,0,0.0,1,0
Punjab,Leiah,382.0,65.0,0.0,0.0,21311,6,2,91,1,0,1,0,1,0,0.0,1,1
Punjab,Leiah,150.0,25.0,0.0,0.0,19052,9,4,7,1,0,1,1,0,0,0.0,1,0
Punjab,Leiah,670.0,112.0,0.0,0.0,21207,11,3,14,1,1,0,1,0,0,0.0,1,0
Punjab,Jhang,800.0,120.0,0.0,0.0,16158,10,2,99,0,1,1,1,0,0,0.0,1,0
Punjab,Chiniot,2000.0,400.0,1200.0,150.0,24242,5,2,15,1,0,1,1,0,0,0.6,6,0
Punjab,Chiniot,1200.0,200.0,0.0,0.0,25169,9,2,51,0,0,0,0,1,0,0.0,1,0
Punjab,Muzaffargarh,300.0,60.0,0.0,0.0,23037,3,2,55,0,1,0,0,1,0,0.0,1,0
Punjab,Muzaffargarh,1500.0,130.0,1100.0,100.0,18512,4,3,32,1,0,1,1,1,0,0.7333333333333333,7,1
Punjab,Muzaffargarh,750.0,110.0,600.0,100.0,20237,11,4,59,0,0,1,0,1,0,0.8,8,0
Punjab,Muzaffargarh,280.0,40.0,140.0,20.0,26275,10,1,73,1,1,1,0,1,0,0.5,5,0
Punjab,Muzaffargarh,1300.0,150.0,1120.0,140.0,25124,9,1,39,1,0,0,1,1,0,0.8615384615384616,8,0
Punjab,Muzaffargarh,2000.0,150.0,1300.0,100.0,27975,4,4,47,0,0,0,1,1,0,0.65,6,0
Punjab,Jhang,15000.0,1000.0,0.0,0.0,16877,4,4,33,1,0,1,0,0,1,0.0,1,0
Punjab,Muzaffargarh,2000.0,210.0,720.0,80.0,16519,9,3,33,1,1,0,1,1,0,0.36,4,0
Punjab,Muzaffargarh,2800.0,300.0,2250.0,250.0,20537,9,1,38,1,0,0,0,0,0,0.8035714285714286,8,0
Punjab,Muzaffargarh,520.0,65.0,320.0,40.0,21627,8,4,96,1,0,1,1,1,1,0.6153846153846154,6,1
Punjab,Chiniot,2100.0,300.0,175.0,25.0,19430,7,2,21,1,0,1,0,0,0,0.08333333333333333,1,0
Punjab,Chiniot,660.0,110.0,0.0,0.0,18441,8,3,69,1,0,0,1,0,1,0.0,1,0
Punjab,Leiah,550.0,60.0,0.0,0.0,25069,11,4,43,1,0,0,0,1,0,0.0,1,0
Punjab,Leiah,120.0,20.0,0.0,0.0,19637,6,1,11,1,0,0,0,0,1,0.0,1,0
Punjab,Leiah,250.0,30.0,0.0,0.0,15139,3,2,93,1,0,1,1,0,0,0.0,1,0
Punjab,Jhang,350.0,50.0,8.0,1.0,15601,11,4,60,1,1,0,1,0,0,0.022857142857142857,1,0
Punjab,Leiah,370.0,62.0,0.0,0.0,20988,10,1,46,1,0,0,1,0,0,0.0,1,0
Punjab,Leiah,390.0,65.0,0.0,0.0,32010,4,3,72,0,0,0,0,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,150.0,28.0,0.0,0.0,16096,6,1,91,1,0,1,1,0,0,0.0,1,0
Punjab,Chiniot,1800.0,300.0,0.0,0.0,18740,5,1,56,1,0,1,1,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,2000.0,300.0,0.0,0.0,29619,5,1,41,1,1,1,1,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,650.0,100.0,0.0,0.0,18062,8,3,43,1,1,1,1,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,600.0,80.0,0.0,0.0,21821,9,4,52,1,1,0,1,0,0,0.0,1,0
Punjab,Jhang,1200.0,200.0,0.0,0.0,27503,10,4,48,0,0,1,0,0,0,0.0,1,1
Punjab,Muzaffargarh,320.0,38.0,0.0,0.0,16194,9,2,12,1,1,1,1,0,1,0.0,1,1
Punjab,Jhang,160.0,26.0,0.0,0.0,18762,11,4,7,0,0,0,0,0,0,0.0,1,0
Punjab,Bhakkar,3500.0,500.0,0.0,0.0,18062,4,3,99,0,1,1,1,1,0,0.0,1,0
Punjab,Jhang,1860.0,310.0,0.0,0.0,13928,6,1,44,1,0,1,1,0,1,0.0,1,0
Punjab,Jhang,350.0,50.0,0.0,0.0,26277,4,3,6,1,0,1,0,0,1,0.0,1,0
Punjab,Chiniot,720.0,120.0,0.0,0.0,17658,5,1,19,0,0,1,0,0,0,0.0,1,0
Punjab,Chiniot,400.0,57.0,105.0,15.0,16495,3,4,16,0,0,1,0,1,0,0.2625,3,0
Punjab,Chiniot,4900.0,700.0,1400.0,200.0,18222,10,2,11,1,0,1,1,0,0,0.2857142857142857,3,0
Punjab,Chiniot,1500.0,300.0,48.0,8.0,23715,7,2,59,0,1,1,0,0,0,0.032,1,0
Punjab,Dera Ghazi Khan,350.0,60.0,0.0,0.0,20451,7,4,92,1,0,0,1,1,1,0.0,1,0
Punjab,Dera Ghazi Khan,500.0,60.0,0.0,0.0,16833,10,1,87,1,0,1,1,0,1,0.0,1,0
Punjab,Dera Ghazi Khan,400.0,70.0,0.0,0.0,21636,11,4,35,0,0,0,1,1,0,0.0,1,0
Punjab,Jhang,540.0,90.0,0.0,0.0,23250,11,3,60,1,1,0,1,0,0,0.0,1,0
Punjab,Jhang,7700.0,1100.0,280.0,40.0,19904,11,4,35,1,0,1,1,0,1,0.03636363636363636,1,0
Punjab,Jhang,1800.0,300.0,0.0,0.0,19060,4,4,17,1,0,1,0,1,0,0.0,1,1
Punjab,Jhang,150.0,25.0,0.0,0.0,24063,9,1,39,0,0,1,1,1,1,0.0,1,1
Punjab,Jhang,350.0,55.0,0.0,0.0,19283,9,4,4,1,0,0,0,0,0,0.0,1,0
Punjab,Jhang,120.0,15.0,0.0,0.0,26432,6,3,48,0,1,1,0,1,1,0.0,1,0
Punjab,Jhang,80.0,14.0,0.0,0.0,16969,7,4,71,0,0,0,0,0,0,0.0,1,0
Punjab,Jhang,1300.0,190.0,0.0,0.0,16876,8,3,48,1,0,0,1,1,0,0.0,1,0
Punjab,Jhang,600.0,85.0,0.0,0.0,16384,9,4,82,1,0,1,1,0,0,0.0,1,0
Punjab,Muzaffargarh,190.0,13.0,56.0,7.0,19044,4,1,62,1,1,0,0,0,0,0.29473684210526313,3,0
Punjab,Bhakkar,700.0,100.0,0.0,0.0,20010,4,2,23,1,1,1,1,0,0,0.0,1,0
Punjab,Muzaffargarh,400.0,58.0,0.0,0.0,14697,4,2,60,0,0,0,1,0,0,0.0,1,0
Punjab,Bhakkar,1102.0,190.0,0.0,0.0,20387,7,3,28,0,1,1,0,0,0,0.0,1,0
Punjab,Muzaffargarh,1100.0,140.0,0.0,0.0,22261,8,4,42,1,1,1,0,0,0,0.0,1,0
Punjab,Bhakkar,280.0,40.0,0.0,0.0,14138,8,1,38,1,0,0,1,0,0,0.0,1,0
Punjab,Jhang,40.0,7.0,0.0,0.0,17915,5,4,83,1,0,0,1,0,0,0.0,1,0
Punjab,Bhakkar,700.0,100.0,0.0,0.0,22269,6,1,58,0,0,1,1,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,300.0,50.0,0.0,0.0,15642,9,1,63,1,1,1,0,1,0,0.0,1,0
Punjab,Dera Ghazi Khan,2000.0,250.0,0.0,0.0,18736,9,4,59,1,0,1,1,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,1000.0,200.0,0.0,0.0,24352,8,4,21,1,0,0,0,0,0,0.0,1,0
Punjab,Rajanpur,300.0,50.0,0.0,0.0,27180,3,2,99,1,0,1,0,1,0,0.0,1,0
Punjab,Rajanpur,600.0,100.0,0.0,0.0,21759,8,4,50,1,1,0,1,0,1,0.0,1,0
Punjab,Dera Ghazi Khan,2000.0,400.0,0.0,0.0,19322,3,2,2,1,0,1,0,0,0,0.0,1,0
Punjab,Dera Ghazi Khan,1300.0,260.0,0.0,0.0,17994,7,3,81,1,1,0,1,0,0,0.0,1,0
